,A,C1,Y,C2,C3,C4,X1,X2,X3,X4,C5,C6,X5,X6
1065,1,1,0,2,0,0,0,3,1,0,1.44598282033073,1.4329549224635798,0.054411793750941406,0.9237648622727656
1066,1,1,0,0,0,2,1,2,0,2,1.3732932675536844,1.4329549224635798,0.054411793750941406,0.9237648622727656
1067,0,0,0,3,0,0,1,2,0,3,1.1775860420799589,2.9465731289216968,0.33746905608217137,1.9903340759726942
1068,1,0,1,2,1,1,1,2,1,0,1.1881677547075884,1.7354906548930304,0.139416577583382,2.6511279060936173
1069,0,0,0,0,0,1,0,1,1,3,-0.39787005009583776,3.039606021376364,0.5465545458068284,1.9903340759726942
1070,1,1,0,3,1,0,1,3,1,1,1.2592703327761328,-0.7093774566010826,0.054411793750941406,0.9237648622727656
1071,0,0,0,0,0,0,0,1,0,0,-0.39787005009583776,4.23264251854309,-0.05553823336743391,0.632372212434338
1072,0,0,0,3,1,1,1,0,1,3,2.765984748936852,4.23264251854309,-0.05553823336743391,0.632372212434338
1073,0,1,0,3,1,3,0,2,1,0,2.765984748936852,2.1054003862639203,-0.05553823336743391,0.632372212434338
1074,0,0,1,3,0,2,0,2,1,2,0.3941773348706088,0.6642696983574199,1.4337553244836978,2.526942709898389
1075,1,1,0,2,0,0,1,0,0,0,1.299163219321217,0.9741901167135518,0.054411793750941406,0.9237648622727656
1076,1,1,1,2,1,2,1,3,1,2,1.1881677547075884,1.7354906548930304,0.37843544427066833,2.6511279060936173
1077,1,0,0,1,0,1,1,1,0,0,3.214917919061678,3.2339428658518186,0.054411793750941406,0.9237648622727656
1078,0,0,0,2,0,3,0,3,0,3,-0.28690086548969407,3.297999886308996,1.9541780070033266,0.632372212434338
1079,1,1,1,0,1,2,1,3,1,0,1.1881677547075884,1.7354906548930304,1.610091335403451,1.4875076173841015
1080,0,0,0,1,1,2,0,1,1,3,-0.28690086548969407,1.6519978782488915,0.9977490278942577,0.632372212434338
1081,1,1,1,2,0,3,0,0,1,0,1.1881677547075884,1.7354906548930304,0.5634638985775677,1.4875076173841015
1082,0,0,1,2,1,0,1,3,1,2,0.3941773348706088,0.6642696983574199,3.2476327666957383,2.6605706958301507
1083,0,0,0,0,0,1,1,3,1,0,0.39503762064446635,1.6679483047867838,0.7830271098514521,0.632372212434338
1084,0,1,1,0,0,2,0,1,1,1,0.53677954966311,0.6642696983574199,3.2476327666957383,2.6605706958301507
1085,0,1,0,1,1,3,0,3,1,0,1.3688089415895544,2.6426043615538823,0.6133890687231298,0.632372212434338
1086,1,0,1,3,0,2,1,0,0,1,1.1881677547075884,1.7354906548930304,0.8037057845544489,1.4875076173841015
1087,0,0,1,2,0,1,0,0,1,1,1.285683856601066,0.6642696983574199,3.669081680295397,2.6605706958301507
1088,0,0,0,1,0,2,0,1,0,1,3.4640181943573625,1.3873767093833564,1.3451889872219742,0.632372212434338
1089,0,0,1,1,1,2,0,0,1,0,0.9119556439965362,0.6642696983574199,3.669081680295397,2.6605706958301507
1090,1,0,1,0,1,3,1,2,0,3,1.1881677547075884,1.7354906548930304,-0.263017443992259,1.1220498579957505
1091,1,1,0,2,0,1,0,2,1,1,2.092788552916397,0.6491799862392611,0.054411793750941406,0.9237648622727656
1092,1,0,1,3,1,1,0,3,1,0,1.1881677547075884,1.7354906548930304,0.9524522656508774,1.0537816864561833
1093,0,0,0,1,0,1,0,0,1,1,1.4325616121538576,3.5200147521989154,1.494400510296512,0.632372212434338
1094,0,0,0,2,1,1,1,1,1,0,1.0715983889587006,3.5200147521989154,1.494400510296512,0.632372212434338
1095,1,0,0,2,1,2,1,3,0,2,0.9392698802775153,2.547032515938941,0.054411793750941406,0.9237648622727656
1096,1,0,1,3,0,0,1,1,0,2,1.1881677547075884,1.7354906548930304,2.2213289253456687,1.7954194924026585
1097,0,1,1,3,1,3,1,2,0,0,0.9301869259933278,0.6642696983574199,1.1386349061883445,2.5344309145126926
1098,1,1,1,2,1,3,0,1,0,2,1.1881677547075884,1.7354906548930304,1.4292535616059296,1.6448723048978684
1099,1,0,0,2,0,2,0,3,0,1,0.36548797839247227,2.9032902048021683,0.054411793750941406,0.9237648622727656
1100,1,1,0,2,1,2,0,1,0,2,3.2665308242041013,1.8930648449969476,0.054411793750941406,0.9237648622727656
1101,1,1,1,3,1,2,1,3,0,0,1.1881677547075884,1.7354906548930304,1.484076797455875,1.6448723048978684
1102,0,0,1,3,0,2,0,1,0,0,0.9301869259933278,0.6642696983574199,0.7580208904254826,2.9823567813791
1103,0,1,1,1,1,0,1,1,1,1,0.9301869259933278,0.6642696983574199,1.41115182439217,2.9823567813791
1104,0,0,0,3,1,3,1,3,0,3,1.311214096511546,1.8218753585674488,0.37731000101586365,0.632372212434338
1105,0,0,0,0,0,3,1,2,0,3,1.311214096511546,3.3296664778616103,0.37731000101586365,0.632372212434338
1106,0,0,1,0,0,2,1,1,0,1,0.9301869259933278,0.6642696983574199,1.341855978724389,2.9823567813791
1107,0,0,0,0,0,3,1,2,0,1,1.9300837065861398,0.5631216140025654,-0.008428239629733714,0.632372212434338
1108,0,0,0,2,0,1,1,1,1,1,1.9300837065861398,0.5631216140025654,-0.008428239629733714,0.632372212434338
1109,1,1,1,0,1,3,1,0,1,0,1.1881677547075884,1.7354906548930304,1.7698233034642097,1.6448723048978684
1110,1,1,1,3,1,0,0,0,0,1,1.1881677547075884,1.7354906548930304,1.7698233034642097,1.6448723048978684
1111,0,0,1,2,1,2,0,2,1,0,0.9301869259933278,0.6642696983574199,1.5545650062380572,1.295779223085829
1112,0,1,1,1,0,2,0,1,0,2,0.9301869259933278,0.6642696983574199,0.32749748105179743,1.295779223085829
1113,0,0,1,1,1,3,0,1,1,2,0.9301869259933278,0.6642696983574199,0.19595792175506843,1.295779223085829
1114,1,1,1,2,1,0,1,0,1,0,1.1881677547075884,1.7354906548930304,1.7698233034642097,0.9413786581379255
1115,1,0,1,2,1,1,1,3,0,0,1.1881677547075884,1.7354906548930304,1.7698233034642097,0.9413786581379255
1116,1,1,1,3,1,2,1,1,1,3,1.1881677547075884,1.7354906548930304,-0.15785223248792812,0.8211397279014567
1117,0,0,1,2,1,0,1,0,1,0,0.9301869259933278,0.6642696983574199,1.2772649495318569,1.295779223085829
1118,1,1,1,0,0,3,1,2,0,0,1.1881677547075884,1.7354906548930304,-0.06190659893618289,0.8211397279014567
1119,0,0,0,3,0,3,0,1,1,1,2.1664453527626275,1.3155707288585623,2.0122244336328006,1.5814893910175662
1120,1,1,0,1,0,3,0,0,1,3,1.1359009787467698,1.4801835032493564,1.292624181787118,0.9237648622727656
1121,0,0,1,1,0,2,1,3,0,3,1.5961531526358765,0.6642696983574199,1.2772649495318569,2.6814178166654585
1122,1,1,1,1,0,0,1,0,0,0,1.1881677547075884,1.7354906548930304,0.8486017305543978,0.8211397279014567
1123,1,0,0,0,1,1,0,2,1,0,0.8538996255178888,2.145082115743646,1.292624181787118,0.9237648622727656
1124,0,0,0,1,1,0,0,1,0,1,0.8268570856747139,1.5140115026515122,1.7584490613020127,1.6762496120382173
1125,1,1,0,3,1,1,1,3,1,0,0.8538996255178888,2.6879438262551476,1.2729428006546493,0.9237648622727656
1126,0,0,0,2,1,1,1,0,0,3,1.0157573343335664,2.3812200432129487,2.9898053381964296,1.6762496120382173
1127,1,1,0,1,1,1,1,0,1,2,-0.5180439830007986,1.746769095235289,1.2729428006546493,0.9237648622727656
1128,1,1,1,2,1,0,1,3,0,2,1.1881677547075884,1.7354906548930304,0.8486017305543978,1.3658987760475025
1129,1,1,1,2,0,0,1,2,1,0,1.1881677547075884,1.7354906548930304,0.8486017305543978,1.3658987760475025
1130,1,1,1,0,0,2,0,2,1,2,1.1881677547075884,1.7354906548930304,0.8486017305543978,1.3077442687700769
1131,1,0,1,1,0,0,1,0,1,3,1.1881677547075884,1.7354906548930304,0.8486017305543978,1.3077442687700769
1132,1,0,1,1,1,2,0,2,1,0,1.1881677547075884,1.7354906548930304,1.9623016416002048,1.7665920440279204
1133,1,0,1,1,0,2,1,0,0,3,1.1881677547075884,1.7354906548930304,3.011470273737549,1.7665920440279204
1134,0,0,1,3,1,2,0,3,0,2,1.5421998468527258,0.6642696983574199,1.6269177291736583,2.6814178166654585
1135,1,0,0,0,0,0,0,2,1,0,1.4404342386564355,1.9407976513171838,1.7094876628581779,0.9237648622727656
1136,0,0,0,0,1,2,1,0,1,3,0.9653526611872404,0.5075546371684374,0.929363844446577,2.265557008004851
1137,0,1,0,3,1,2,0,2,0,3,0.9899776342204971,2.895560461714394,1.5402882418052164,2.3516713301870973
1138,0,0,0,1,1,1,0,0,0,3,0.9899776342204971,2.262628325647152,2.678436335979418,2.3516713301870973
1139,0,0,0,0,0,1,1,1,0,3,2.289142860916031,2.652958118861375,2.3031176980487644,2.3516713301870973
1140,1,1,0,3,0,3,0,0,1,0,0.6572228881812263,1.9407976513171838,1.7094876628581779,0.9237648622727656
1141,1,1,1,3,0,3,0,3,0,2,1.1881677547075884,1.7354906548930304,1.1192729235399774,1.9437425839161262
1142,0,0,0,0,0,3,1,1,1,1,1.2391489883787394,2.234685566396358,0.4491495995897372,2.3516713301870973
1143,0,0,1,1,1,3,0,2,1,3,1.5421998468527258,0.6642696983574199,0.9830249335911498,2.6814178166654585
1144,1,0,0,2,1,1,1,0,0,3,2.134131190034551,2.0115027954546227,1.7094876628581779,0.9237648622727656
1145,0,0,1,3,0,1,1,0,0,3,0.5179503141616149,0.6642696983574199,1.7482552637344269,2.6814178166654585
1146,0,0,1,2,1,1,0,2,0,3,0.5179503141616149,0.6642696983574199,1.7482552637344269,2.6814178166654585
1147,1,0,1,0,0,3,1,3,1,0,1.1881677547075884,1.7354906548930304,0.9282644155016433,1.8211963777815041
1148,1,1,1,3,0,0,0,3,0,2,1.1881677547075884,1.7354906548930304,1.3205753828394942,1.8211963777815041
1149,1,0,1,0,0,3,0,2,0,1,1.1881677547075884,1.7354906548930304,1.5170363884503046,1.8211963777815041
1150,0,1,0,1,1,3,0,1,0,3,-0.12084571375204733,1.0745503569035117,2.127549894127568,1.8087779976595497
1151,0,0,0,0,1,3,0,1,0,3,-0.12084571375204733,2.611359304443783,1.1792757260242275,1.8087779976595497
1152,0,0,1,3,0,2,1,1,1,1,0.5179503141616149,1.3895939708301177,2.907903725295876,2.788355962958483
1153,0,0,0,0,0,3,0,1,0,3,2.7650643104335892,0.4111780908954956,1.1792757260242275,1.8087779976595497
1154,0,0,0,0,0,2,0,0,1,1,-0.38187211208176297,1.7063454021332418,1.6955796779341232,1.8087779976595497
1155,1,1,1,3,0,0,1,2,0,0,1.1881677547075884,1.7354906548930304,1.998225762044247,0.5011867411887414
1156,0,0,1,2,0,3,1,2,1,0,0.5179503141616149,1.3895939708301177,2.907903725295876,2.788355962958483
1157,0,0,0,2,0,0,1,1,0,0,2.2181648394791242,2.764058509493447,1.65520720544301,1.8087779976595497
1158,0,0,1,2,1,0,0,1,1,1,0.5179503141616149,2.5153710323921543,-0.09551545874870548,2.788355962958483
1159,1,1,1,2,0,3,0,3,0,2,1.1881677547075884,1.7354906548930304,1.998225762044247,0.5011867411887414
1160,1,1,0,3,0,3,1,1,1,0,1.0635238281253239,-0.15499852548415483,1.3472647892215095,0.9237648622727656
1161,1,1,1,2,1,0,0,1,1,1,1.1881677547075884,1.7354906548930304,0.32303326353689066,0.5011867411887414
1162,1,1,0,1,1,0,0,1,0,2,0.49855763696757593,2.6850871835451295,0.5653468071617562,0.9237648622727656
1163,1,1,1,3,0,2,1,3,1,2,1.1881677547075884,1.7354906548930304,3.011504675220657,0.5011867411887414
1164,0,0,0,3,1,0,0,3,1,2,1.2442360066420242,2.3524991051669986,1.65520720544301,1.8087779976595497
1165,0,0,0,0,1,3,0,2,1,3,1.2304230157875864,1.8286291403887014,0.9004486716335626,1.8087779976595497
1166,0,0,1,3,0,0,0,2,1,2,1.9328164250753193,2.5153710323921543,0.7567867831941932,2.788355962958483
1167,0,1,0,0,0,1,0,2,0,2,1.2304230157875864,1.8286291403887014,1.510213562979319,1.8087779976595497
1168,0,0,0,1,0,3,1,0,1,3,1.2304230157875864,1.5883771454569033,1.510213562979319,1.8087779976595497
1169,0,0,1,1,1,3,0,3,1,1,1.9328164250753193,2.5153710323921543,0.9402680643076186,1.0680837908925795
1170,1,1,1,0,0,0,0,3,1,0,1.1881677547075884,1.7354906548930304,2.162339281659521,0.2979885054090039
1171,0,0,0,1,1,1,0,1,0,3,-1.0473488763760548,1.5883771454569033,0.9333491484233107,1.8087779976595497
1172,1,1,1,3,1,1,1,3,0,1,1.1881677547075884,1.7354906548930304,2.3889622500514354,0.2979885054090039
1173,0,1,1,2,1,0,0,2,0,1,1.9328164250753193,2.5153710323921543,2.1154010957004465,1.0680837908925795
1174,0,0,1,0,1,3,1,3,1,2,1.9328164250753193,2.5153710323921543,0.2355029580751007,3.291474606123796
1175,1,1,1,0,0,3,0,2,0,2,1.1881677547075884,1.7354906548930304,0.4670050244006003,0.2979885054090039
1176,0,0,1,3,0,2,0,2,0,0,1.9328164250753193,1.6692109363297511,1.2032621904646015,3.291474606123796
1177,1,0,0,3,0,0,1,3,0,2,2.0991898998708285,2.495817426398826,0.5653468071617562,0.9237648622727656
1178,1,0,0,0,1,3,1,0,0,0,2.0991898998708285,2.495817426398826,1.1365256703209987,0.9237648622727656
1179,1,1,0,1,1,2,0,1,0,2,2.0991898998708285,2.495817426398826,0.6946173692572919,0.9237648622727656
1180,0,0,0,3,1,2,1,1,0,0,0.2845709877404812,2.850767703852558,0.9333491484233107,2.478456121951335
1181,1,1,1,0,1,0,1,2,0,3,1.1881677547075884,1.7354906548930304,1.8474453643297672,0.2979885054090039
1182,1,1,0,1,1,0,1,3,0,2,-0.7913980205092637,2.897053096433121,0.6946173692572919,0.9237648622727656
1183,0,1,0,2,1,0,0,1,0,0,0.8670039291079052,1.9744169138158398,2.5538096757730866,2.478456121951335
1184,1,1,1,3,1,3,0,3,1,2,1.1881677547075884,1.7354906548930304,2.7955708342145953,0.2979885054090039
1185,0,1,1,3,0,3,0,1,0,2,0.07396819009697575,2.448566926271725,2.450180839197402,3.291474606123796
1186,1,1,1,3,0,2,1,2,0,3,1.1881677547075884,1.7354906548930304,0.9769652306345411,0.2979885054090039
1187,0,0,1,3,0,3,0,2,1,2,0.07396819009697575,2.448566926271725,0.2440563637202593,3.291474606123796
1188,0,0,0,1,1,1,1,2,0,0,-0.42816923118675754,0.6750302217568802,0.1741478522959914,1.642545714459229
1189,1,1,1,0,0,0,0,2,0,0,1.1881677547075884,1.7354906548930304,1.0801057232785278,0.2979885054090039
1190,0,1,1,2,0,1,0,0,1,3,0.07396819009697575,2.448566926271725,1.0440423920670767,3.291474606123796
1191,1,1,1,3,1,2,1,2,1,3,1.1881677547075884,1.7354906548930304,1.0801057232785278,0.2979885054090039
1192,0,0,0,0,1,3,1,0,0,1,2.535525314143773,0.6750302217568802,-0.16039714831141172,1.0496653775710694
1193,1,1,0,0,0,1,1,0,1,2,-0.12241154717683567,1.1632782214201896,1.2879551690845683,0.9237648622727656
1194,1,1,1,3,1,2,1,2,1,1,1.3688636268660581,1.7354906548930304,1.0801057232785278,2.0772643192379023
1195,1,1,0,2,0,0,0,1,0,0,3.0315492574106537,0.9952262319601939,1.2879551690845683,0.9237648622727656
1196,0,1,1,0,0,0,0,3,1,3,0.07396819009697575,2.448566926271725,1.3725147017766608,3.291474606123796
1197,0,1,0,2,0,3,1,2,1,3,1.7841612800843114,3.4441753167385745,-0.9886242905681479,1.0496653775710694
1198,1,1,1,0,1,0,1,0,0,2,1.3688636268660581,1.7354906548930304,-0.05697229378844004,2.0772643192379023
1199,0,0,0,1,1,3,0,0,1,0,0.8022477421192784,3.163668133702702,3.8659193171011124,1.0496653775710694
1200,0,0,1,2,1,2,0,0,0,2,0.07396819009697575,2.448566926271725,2.366123265421434,3.291474606123796
1201,0,0,0,2,1,0,0,1,1,3,1.3487558398481112,2.708864713548863,0.1756883420019193,1.0496653775710694
1202,1,1,1,2,1,2,1,2,1,2,1.3688636268660581,1.7354906548930304,3.011456817147838,2.0772643192379023
1203,0,1,1,3,0,0,1,3,0,3,0.07396819009697575,1.8824008301220831,0.9937938205954598,3.291474606123796
1204,0,0,1,0,1,0,1,0,0,3,0.07396819009697575,1.8348676943554136,1.3660400163159205,3.291474606123796
1205,0,0,0,2,1,2,1,2,0,3,1.4548609556214012,1.8689961372151194,1.3985327263954848,1.6192852335795462
1206,1,1,1,2,0,0,1,3,1,2,1.3688636268660581,1.7354906548930304,0.8882367013210861,2.0772643192379023
1207,0,0,0,3,1,2,1,1,0,0,1.0643695750457371,1.8689961372151194,0.8765966807936512,1.6192852335795462
1208,0,0,0,1,1,3,1,0,0,1,1.0643695750457371,1.8689961372151194,1.3030384956216954,1.6192852335795462
1209,0,0,0,3,1,1,1,1,1,1,1.9098459512909207,1.8689961372151194,1.3030384956216954,1.6192852335795462
1210,0,0,1,2,0,3,1,3,1,3,0.099948553609011,1.8348676943554136,0.884090195569293,3.291474606123796
1211,1,1,0,3,1,2,1,2,1,2,1.417628789180539,2.1622712084478577,1.6882162024708336,0.9237648622727656
1212,1,1,0,3,0,2,0,2,1,1,1.417628789180539,2.6908613203014102,1.6882162024708336,0.9237648622727656
1213,1,1,0,0,0,3,1,3,0,1,0.5482733443625697,1.7534496349137707,1.6882162024708336,0.9237648622727656
1214,1,0,0,2,0,3,0,3,0,1,1.456617820966891,1.7534496349137707,1.6882162024708336,0.9237648622727656
1215,1,1,0,2,0,2,1,3,1,0,0.03562543852134459,1.7534496349137707,1.6882162024708336,0.9237648622727656
1216,0,0,0,0,0,1,0,0,1,3,0.8589008912030032,3.4468812890638025,0.5061175069916823,1.6192852335795462
1217,0,0,0,0,0,1,0,3,1,3,0.463363487750461,2.4566282913886153,1.7203852853369017,1.6192852335795462
1218,0,0,0,0,1,0,1,3,1,3,0.463363487750461,1.2167369689280882,-0.3317065364459808,1.6192852335795462
1219,1,1,1,0,1,1,1,3,1,1,1.3688636268660581,1.7354906548930304,0.6384597526720852,1.0374643490090794
1220,0,0,0,1,0,1,1,2,0,0,0.707663026768492,2.311126789330821,2.1022504220712896,1.6192852335795462
1221,0,0,0,0,0,0,1,1,1,2,0.707663026768492,1.958790039556819,0.544523946512135,1.6192852335795462
1222,1,1,1,0,1,2,1,3,1,0,1.3688636268660581,1.7354906548930304,0.6384597526720852,1.0374643490090794
1223,1,1,1,0,0,0,0,1,1,2,1.3688636268660581,1.7354906548930304,2.2145733607843963,1.0374643490090794
1224,1,1,0,1,1,1,1,1,0,0,1.133691446035652,4.149617873463292,1.8969872868504727,0.9237648622727656
1225,1,1,1,2,1,3,0,0,1,3,1.3688636268660581,1.7354906548930304,3.0610745769150265,1.0374643490090794
1226,1,1,1,3,1,1,1,3,1,3,1.3688636268660581,1.7354906548930304,3.0610745769150265,1.0374643490090794
1227,0,1,1,0,1,3,1,3,1,2,1.4215289323760198,1.8348676943554136,0.9484788365524708,3.291474606123796
1228,1,0,0,1,1,1,0,0,1,1,1.4015603598745559,2.260541810431643,1.4263402997943915,0.9237648622727656
1229,0,0,1,0,0,1,0,1,1,2,1.4215289323760198,2.251124062706721,0.9484788365524708,3.291474606123796
1230,0,1,1,0,0,2,0,0,0,3,1.4215289323760198,2.251124062706721,1.425371281721624,3.291474606123796
1231,0,0,0,1,1,1,1,3,0,3,0.6224647004990507,4.6536201488384386,1.2869851450386864,2.067147750542548
1232,1,1,1,0,0,0,0,3,1,0,1.3688636268660581,1.7354906548930304,2.8578208699444434,1.3864769889579036
1233,0,1,1,2,0,0,0,1,0,2,1.4215289323760198,2.251124062706721,1.5737771232957418,3.291474606123796
1234,1,1,1,3,0,0,0,3,1,1,1.3688636268660581,1.7354906548930304,2.574447510032777,1.3864769889579036
1235,0,0,1,1,0,0,1,2,1,0,1.4215289323760198,2.251124062706721,2.784111208401887,3.291474606123796
1236,1,1,1,1,1,1,1,0,1,0,1.3688636268660581,1.7354906548930304,3.0757063766654675,1.3864769889579036
1237,0,0,1,2,0,0,1,1,0,0,1.4215289323760198,2.251124062706721,-0.6386351920640512,3.291474606123796
1238,1,1,1,1,1,1,1,3,0,1,1.3688636268660581,1.7354906548930304,-0.23220148365307036,0.4389265205740167
1239,1,1,1,2,0,3,1,3,1,0,1.3688636268660581,1.7354906548930304,-0.23220148365307036,0.4389265205740167
1240,0,0,0,2,1,0,1,0,1,0,2.070142519085992,1.9884502789750889,1.9620302149500504,2.6122897535313143
1241,0,0,0,1,1,3,0,1,0,3,2.070142519085992,1.9884502789750889,1.8225640321280248,2.6122897535313143
1242,1,1,1,1,1,2,0,0,1,2,1.3688636268660581,1.7354906548930304,0.5241033094413186,0.4389265205740167
1243,0,0,0,0,1,3,0,0,0,3,0.8392947372595341,2.0990698417342886,1.8225640321280248,2.189256869525943
1244,0,1,1,1,0,0,0,2,0,3,1.4215289323760198,2.251124062706721,0.5359296529129849,3.291474606123796
1245,0,0,0,0,0,2,1,0,1,3,0.05449656047666651,3.1976975116804827,1.7955294442896805,2.3220757498299314
1246,0,0,0,2,0,3,0,1,1,3,2.555115426548835,3.1976975116804827,1.7264317597904852,2.3220757498299314
1247,1,1,0,0,0,0,1,0,0,2,0.4196554116575073,2.0018685631442144,1.7367378862623013,0.9237648622727656
1248,0,0,0,1,0,3,0,0,0,2,2.316605333358341,1.9064219437829106,1.7872259810272855,1.1623544116914974
1249,1,1,1,3,1,0,1,1,0,0,1.3688636268660581,1.7354906548930304,0.5241033094413186,0.4389265205740167
1250,0,0,0,3,1,2,0,3,0,1,-0.20548045395277992,1.6839349875385747,-0.6888980311848387,1.2397123115533493
1251,1,1,0,1,1,0,0,0,0,3,1.3306468186799003,1.8682690322548912,1.5276249213950328,0.9237648622727656
1252,0,0,1,3,1,1,1,0,1,3,1.004972456846728,2.0417872629088607,0.028936226964611844,3.291474606123796
1253,1,1,0,0,0,0,0,1,0,2,2.405959654587658,1.3657828139318113,1.5276249213950328,0.9237648622727656
1254,0,0,0,3,1,2,1,1,1,2,1.1309989129005167,2.221144135322081,2.4492287096500966,1.2397123115533493
1255,0,0,0,2,1,2,1,1,1,1,1.1309989129005167,2.221144135322081,0.19993733403466374,1.2397123115533493
1256,1,1,1,1,0,3,0,0,0,3,1.3688636268660581,1.7354906548930304,1.7024835066745556,2.311336007317846
1257,1,1,0,2,0,1,0,0,0,0,0.31317026307794116,0.555652939909248,1.5276249213950328,0.9237648622727656
1258,1,0,1,0,0,0,0,0,0,2,1.3688636268660581,1.7354906548930304,1.1298414332608673,2.311336007317846
1259,0,0,0,3,0,3,1,0,1,3,1.3966840085252938,-0.7375286377696044,1.9156039881487692,1.2397123115533493
1260,0,1,1,3,0,1,0,3,1,3,0.3168188132164863,2.118197165374548,1.3565540445785198,3.291474606123796
1261,0,0,0,0,1,3,1,3,1,1,1.3966840085252938,1.2877203675877977,1.9156039881487692,1.2397123115533493
1262,0,0,0,1,1,2,1,2,0,0,1.3966840085252938,2.181127356732273,0.6174302784327361,1.2397123115533493
1263,1,1,0,2,1,3,0,2,1,1,0.933878318563113,0.1530770011125584,1.5276249213950328,0.9237648622727656
1264,1,1,1,3,0,1,1,0,1,3,1.3688636268660581,1.7354906548930304,2.141138690309335,2.311336007317846
1265,0,0,1,2,1,0,0,0,0,2,0.3168188132164863,1.9411111102545602,-1.5014595220891493,3.291474606123796
1266,0,1,0,2,0,3,0,0,1,3,1.3966840085252938,2.8144888424245327,-0.355636676290664,1.2397123115533493
1267,0,0,1,3,0,0,0,0,0,0,0.3168188132164863,1.9411111102545602,-1.676388255891661,3.291474606123796
1268,1,1,0,1,1,2,1,3,1,1,0.9300670418713415,3.0353426977035705,1.4663536222467493,0.9237648622727656
1269,1,1,1,0,1,2,0,3,1,2,1.3688636268660581,1.7354906548930304,0.5207861151591178,2.311336007317846
1270,1,1,0,2,0,1,1,3,0,0,0.4450961584964388,3.0353426977035705,1.4663536222467493,0.9237648622727656
1271,0,0,1,0,1,1,1,1,1,2,0.3168188132164863,1.9411111102545602,-0.4964728815240469,3.291474606123796
1272,0,0,0,3,0,0,0,2,1,3,0.10528907495880935,2.9384204985997844,2.4891200359072023,1.2397123115533493
1273,1,1,1,3,1,2,1,0,1,2,1.3688636268660581,1.7354906548930304,1.6801708435054776,2.1685161450588546
1274,0,0,0,3,1,1,0,2,0,0,0.5130240171529294,1.6924888339807747,-0.3178148030438077,1.2397123115533493
1275,0,0,0,1,0,1,0,1,0,3,0.5130240171529294,2.221587664046573,-0.3178148030438077,1.2397123115533493
1276,1,1,1,0,0,0,0,3,1,0,1.3688636268660581,1.7354906548930304,1.6801708435054776,2.1685161450588546
1277,1,1,0,2,0,2,0,3,1,1,0.7684687390137132,2.990538866554699,1.4821834172048989,0.9237648622727656
1278,1,1,1,3,0,2,1,3,0,1,1.3688636268660581,1.7354906548930304,1.6801708435054776,2.1685161450588546
1279,1,1,0,0,0,3,1,3,0,2,1.166987232919992,3.2029022404684007,1.4821834172048989,0.9237648622727656
1280,0,0,0,3,0,1,1,2,1,0,0.5330781729982397,1.5992761724579245,1.0192527985889441,1.2397123115533493
1281,0,0,0,0,0,3,0,1,0,2,0.5330781729982397,1.5992761724579245,0.5344407405476905,1.2397123115533493
1282,0,0,0,0,1,1,1,3,1,1,0.7334157945906866,1.5992761724579245,0.5344407405476905,1.2205268554823583
1283,0,0,1,0,1,3,1,3,0,3,1.0925865142273934,1.529258470581906,1.2264137768064154,1.0257256402724342
1284,0,0,1,1,1,3,0,1,1,0,1.0925865142273934,1.529258470581906,1.2264137768064154,1.0257256402724342
1285,1,1,0,2,1,3,1,1,1,0,1.453954614931043,2.4969124852119404,1.6830945720557504,0.9237648622727656
1286,1,1,1,0,0,2,1,0,0,0,1.3688636268660581,1.7354906548930304,2.7512097291454136,2.1685161450588546
1287,0,1,0,3,0,2,0,1,1,1,-0.40788060747335264,2.9585625219307836,1.621832761591035,2.640177568827635
1288,1,1,1,3,1,3,0,3,1,3,1.3688636268660581,1.7354906548930304,-0.5163191853047149,2.1685161450588546
1289,0,0,1,2,1,2,0,1,1,0,1.0925865142273934,1.529258470581906,1.7073794343114863,3.3930935123386035
1290,1,1,0,1,0,1,0,3,1,0,0.02096238760462965,1.8956350336281722,1.6830945720557504,0.9237648622727656
1291,0,0,0,1,1,0,1,2,1,2,1.4817401153147003,1.257113980414103,1.3037081385685798,2.640177568827635
1292,0,0,0,3,0,2,0,3,1,0,1.7017993205871516,1.257113980414103,1.3037081385685798,2.640177568827635
1293,1,1,1,2,0,0,1,3,1,0,1.3688636268660581,1.7354906548930304,1.675549279459699,2.1685161450588546
1294,0,0,1,3,0,1,1,2,1,1,1.3810360835523943,1.1506183964100245,0.3119778040083385,3.3930935123386035
1295,0,0,1,0,1,3,0,3,1,0,1.3810360835523943,1.1506183964100245,0.3119778040083385,3.3930935123386035
1296,1,1,1,3,1,3,1,0,0,0,1.3688636268660581,1.7354906548930304,0.8178327336018723,1.8565334598036274
1297,0,0,1,1,0,3,0,0,1,1,1.3810360835523943,1.1506183964100245,2.279558985561267,3.3930935123386035
1298,1,1,0,2,0,0,1,2,1,0,1.0136071729101293,1.3245665417305164,1.6830945720557504,0.9237648622727656
1299,1,1,1,3,0,0,0,0,1,1,1.3688636268660581,1.7354906548930304,1.2262462715989368,2.1670724823711893
1300,0,1,1,0,1,1,1,2,0,2,1.1099885261714442,1.1506183964100245,1.2827111417301502,3.3930935123386035
1301,1,1,0,1,0,3,0,1,0,1,-0.1676442199593462,2.0991494466650797,1.6830945720557504,0.9237648622727656
1302,1,1,0,3,0,1,0,2,1,1,2.038327039763395,2.0991494466650797,1.6830945720557504,0.9237648622727656
