,A,Y,C1,C2,C3,C4,C5,C6,X1,X2,X3,X4,X5,X6,D1,D2,D3
920,0,1,0,1,0,1,-0.05607477933903815,2.5227784264165463,1,3,0,2,-0.44797583152933695,1.1025546891183993,0,3,1
921,0,0,0,0,1,3,1.1752853064267055,2.867737809077882,0,0,0,1,1.3200732301574434,3.8971910631744957,0,3,1
922,1,1,1,2,0,1,0.5554381356433432,2.5309364861898143,0,2,0,3,-0.33455835995429073,0.28729578230325936,0,2,0
923,0,0,0,3,0,3,1.1752853064267055,2.785447180027144,0,2,1,1,1.3200732301574434,-0.08970148229612729,0,3,0
924,1,0,1,3,1,1,0.5569530173048873,0.33373899765082893,0,1,1,3,1.736327130173737,1.4689123057253577,0,3,0
925,1,1,0,0,1,1,0.5554381356433432,2.048363171046013,0,3,0,1,0.6152164026307276,0.28729578230325936,1,3,0
926,1,0,1,1,1,1,0.5569530173048873,0.33373899765082893,1,1,1,1,1.736327130173737,1.4689123057253577,0,3,1
927,0,1,0,0,1,3,2.538596938621929,2.5227784264165463,0,2,0,0,2.2097193818344736,1.5918323977628943,0,0,0
928,1,1,1,0,0,2,0.5554381356433432,2.048363171046013,0,3,1,2,3.00894789965635,0.28729578230325936,1,0,0
929,0,0,0,1,0,2,0.8965642223550625,2.785447180027144,1,2,0,2,1.383058945852365,1.4138049575137672,0,3,1
930,0,1,0,0,1,0,1.6334969640392454,2.5227784264165463,0,0,1,2,-0.283963556465771,2.3982163085949457,0,0,1
931,0,1,0,1,1,2,1.2913484805160083,2.5227784264165463,1,3,0,0,1.751737505734661,0.8963447230874735,1,1,1
932,1,1,1,1,1,1,0.5554381356433432,2.048363171046013,1,2,0,1,2.3074750026130846,0.28729578230325936,1,3,0
933,0,0,0,3,1,3,0.8965642223550625,2.785447180027144,1,1,1,0,1.383058945852365,1.4138049575137672,0,0,1
934,0,0,0,1,0,3,0.8965642223550625,2.785447180027144,0,1,1,1,1.383058945852365,3.4192778438184557,0,1,1
935,0,1,0,2,1,2,0.46242716679796514,2.5227784264165463,1,0,0,1,1.8883305315915169,1.7558367675255018,0,3,0
936,1,0,1,3,1,1,0.6651669129336035,0.33373899765082893,1,0,1,1,1.5136180133090558,0.8451572432954304,0,1,0
937,0,0,0,1,0,1,0.8965642223550625,2.785447180027144,1,1,0,2,-0.008246116146956695,1.7412207508744089,1,2,1
938,1,0,1,0,0,0,0.6651669129336035,0.33373899765082893,0,1,0,1,1.5136180133090558,2.265765805649838,0,1,1
939,1,0,1,1,1,3,0.6651669129336035,0.33373899765082893,1,2,0,1,0.630819710087739,2.265765805649838,1,1,1
940,1,0,1,1,0,2,0.6651669129336035,0.33373899765082893,1,0,1,2,1.5925787113598502,0.9681167859801263,0,1,1
941,0,1,0,0,1,0,0.46242716679796514,1.884933511011651,1,3,1,0,0.35151138221177236,2.5889589556112247,0,1,1
942,1,0,1,1,1,1,1.6715208046298207,0.33373899765082893,1,1,1,3,1.5925787113598502,-0.17891567103447858,1,2,1
943,0,0,0,3,0,0,0.8965642223550625,2.785447180027144,1,3,0,2,-0.008246116146956695,-1.6867589462203192,1,0,0
944,0,0,0,1,1,1,0.8965642223550625,2.785447180027144,1,0,1,3,-0.008246116146956695,2.73360235822714,1,1,1
945,1,1,1,3,1,1,0.15598318105091458,1.3034871405634465,0,0,1,3,1.6758344377446164,2.1271111157618505,0,2,1
946,0,1,0,0,1,3,0.6764114212853247,2.31293287921641,0,1,0,0,0.4510241525408225,2.268589579367726,0,2,0
947,1,1,1,0,1,3,0.15598318105091458,1.3034871405634465,1,1,0,1,2.8398642977170576,2.1271111157618505,1,1,0
948,1,0,1,3,0,2,1.6715208046298207,0.33373899765082893,1,2,1,1,-1.6268404048005918,1.1084062097520075,0,1,0
949,1,0,1,2,0,3,1.6715208046298207,0.47461396766679,0,3,0,3,-1.6268404048005918,1.1084062097520075,1,3,0
950,0,0,0,1,0,2,0.8965642223550625,3.3122318542538887,0,0,0,0,-0.008246116146956695,2.6290041186174156,0,2,1
951,0,0,0,1,0,3,0.8965642223550625,3.3122318542538887,0,0,1,2,-0.008246116146956695,0.7504121453176118,1,1,0
952,0,0,0,0,0,3,0.8965642223550625,3.3122318542538887,1,0,0,3,-0.008246116146956695,0.7504121453176118,1,1,0
953,0,0,0,1,1,0,0.8965642223550625,3.3122318542538887,1,3,0,2,-0.008246116146956695,2.745024467136947,1,2,0
954,0,0,0,1,0,2,0.8965642223550625,3.3122318542538887,1,1,0,0,-0.008246116146956695,1.5262797952362583,1,3,0
955,1,1,1,1,0,3,0.15598318105091458,3.0622252886819874,0,0,1,0,1.8582082915832685,2.1271111157618505,1,3,0
956,0,1,0,2,1,1,-0.6358002001183105,1.7389432099161293,0,3,0,1,0.8182579873871251,1.0404271449366032,1,3,0
957,1,1,1,3,0,0,1.340911843075765,1.9435307141483265,0,2,1,1,1.8449610255686413,0.8167896953429881,0,1,0
958,1,0,1,1,1,0,1.6715208046298207,0.47461396766679,1,2,1,1,-0.4777431437385524,1.1121586747492578,0,2,0
959,1,1,1,2,0,0,1.340911843075765,1.9435307141483265,0,0,1,1,1.4323005026589117,2.091222013381633,0,1,0
960,0,1,0,2,0,1,1.7585652797058169,1.7389432099161293,1,3,0,1,1.578621914959944,-0.3884681086225559,0,3,1
961,0,0,0,2,1,3,0.8965642223550625,3.3122318542538887,1,3,1,1,-0.008246116146956695,1.7986866219187105,0,2,1
962,1,1,1,2,1,3,1.340911843075765,2.4422984888072294,0,3,0,1,0.7859593191849432,2.091222013381633,0,0,1
963,0,1,0,3,1,3,1.925599495411288,1.5528744584492888,0,2,1,2,0.3813415801297445,0.8360413407662151,0,3,0
964,0,1,0,2,1,3,1.925599495411288,1.5528744584492888,1,2,0,2,0.3813415801297445,0.8360413407662151,1,3,1
965,1,1,1,0,1,2,1.638129374054749,1.6837087238439654,0,3,1,1,2.8318331307176696,2.091222013381633,1,0,1
966,1,1,1,3,1,1,1.638129374054749,1.8067859319051736,0,1,1,3,2.8318331307176696,2.091222013381633,1,3,0
967,1,0,1,2,0,3,0.590154168055895,2.6532512008517033,0,1,1,2,0.465631151526922,1.2824819065381967,1,2,1
968,1,0,1,2,0,0,0.590154168055895,2.6532512008517033,1,0,0,3,0.465631151526922,1.2824819065381967,1,2,1
969,0,0,0,2,0,3,1.2306642048598886,3.3122318542538887,1,1,1,1,-0.008246116146956695,-0.26317188501991184,1,0,1
970,1,1,1,3,1,3,0.7674220724026675,0.6958438800019349,0,3,0,1,0.6315022459468037,2.091222013381633,1,1,1
971,0,0,0,2,0,3,1.2306642048598886,3.3122318542538887,1,0,0,0,-0.008246116146956695,2.491587807989942,1,3,1
972,1,1,1,3,1,0,0.9919951869866785,3.4487129101595615,0,1,1,3,0.5114763446032669,2.091222013381633,1,3,0
973,1,1,1,0,1,3,0.9919951869866785,3.4487129101595615,0,2,0,3,0.5114763446032669,2.091222013381633,1,2,0
974,1,1,1,3,0,2,0.9919951869866785,3.4487129101595615,0,1,0,1,0.5114763446032669,2.091222013381633,1,3,1
975,1,1,1,3,1,0,0.9919951869866785,1.647302475652399,0,1,1,2,0.5114763446032669,2.091222013381633,1,1,1
976,1,1,1,2,0,2,0.9919951869866785,2.4702974293518456,0,1,0,2,3.155473978144764,2.091222013381633,1,0,1
977,0,1,1,0,0,3,0.23951853150103875,1.5528744584492888,0,1,1,2,1.24161561964359,2.769998969637115,1,0,1
978,0,1,0,2,1,0,0.23951853150103875,1.091369670531432,0,1,0,0,1.24161561964359,2.769998969637115,1,1,1
979,1,0,1,3,0,1,0.3929137134565788,2.0645251566070177,0,1,1,3,0.6544046738591527,1.197074149701968,0,1,1
980,1,0,0,2,0,3,0.3929137134565788,2.0645251566070177,0,0,0,1,1.2822891406273238,1.197074149701968,1,2,1
981,1,1,0,3,0,2,0.9919951869866785,2.4702974293518456,0,3,1,3,0.800156617166019,2.091222013381633,1,1,1
982,0,0,0,2,1,2,1.2306642048598886,3.3122318542538887,1,3,1,2,-0.008246116146956695,1.577212083903838,1,1,0
983,0,0,1,2,0,2,1.2306642048598886,3.3122318542538887,1,1,1,2,-0.008246116146956695,1.577212083903838,0,2,0
984,1,0,1,3,1,3,1.0594727674773945,2.0645251566070177,0,2,1,1,0.8938306684102391,0.9291656916171269,1,1,0
985,0,1,1,3,0,3,1.587556060194962,1.091369670531432,1,3,0,2,1.49365135431638,1.5098166742765684,0,2,1
986,0,0,0,1,0,1,1.2306642048598886,3.3122318542538887,1,3,1,2,1.3802664692260418,1.747882692422289,0,2,0
987,1,1,1,3,1,0,0.9919951869866785,0.7094914768433895,0,1,1,1,2.0846300647932132,3.0032126622670248,0,0,0
988,0,1,0,3,0,3,-1.1981147770255358,1.091369670531432,1,3,0,0,0.9286035389099196,3.592050482568423,0,0,0
989,0,0,0,3,0,1,1.2306642048598886,3.3122318542538887,1,2,1,3,0.9326652996387232,1.878837252685937,1,1,1
990,1,0,1,2,0,1,1.209851489934923,2.0645251566070177,0,0,1,3,-0.7412978859518429,0.7907974377141436,1,3,1
991,0,1,0,2,0,1,-1.1981147770255358,1.091369670531432,0,0,1,3,1.3627501466047374,2.555495425873487,0,2,0
992,0,1,0,3,0,3,2.720690276037875,1.091369670531432,1,2,1,2,1.3627501466047374,2.555495425873487,0,1,0
993,0,1,0,0,0,2,2.720690276037875,1.091369670531432,0,0,0,2,1.3627501466047374,0.6998367857741257,0,2,1
994,0,1,0,1,1,1,2.720690276037875,1.091369670531432,1,0,0,2,1.3627501466047374,0.6998367857741257,1,3,1
995,0,0,0,1,0,0,1.2306642048598886,3.3122318542538887,1,0,0,0,0.9326652996387232,1.4301237607830224,1,1,1
996,1,0,0,1,1,0,1.2823928972282628,2.0645251566070177,0,2,0,1,1.421905474209357,-0.30083917095893353,1,1,1
997,1,1,1,2,1,1,0.9919951869866785,2.8631895904744713,1,1,0,1,-1.153396663381211,3.0032126622670248,1,1,0
998,1,1,1,2,1,3,0.9919951869866785,2.8631895904744713,1,2,1,1,-1.153396663381211,1.0171014155611573,0,0,0
999,0,0,0,3,0,0,1.2306642048598886,3.3122318542538887,1,3,0,2,1.5328491112280846,1.8301938064073067,0,0,0
1000,0,1,0,0,1,2,0.3344080576350934,1.091369670531432,0,1,0,0,0.3963671042359147,0.9703942667512138,0,3,0
1001,1,1,1,3,0,0,0.9919951869866785,0.8759390832850513,0,2,0,3,2.71545989938714,1.0171014155611573,0,0,0
1002,1,0,1,0,1,3,1.2823928972282628,1.6036550034201484,0,3,1,1,1.7662206908662519,0.20027073694123132,0,1,0
1003,0,0,0,0,0,0,1.2306642048598886,3.3122318542538887,1,2,0,2,2.095580940713905,4.57133800589666,1,0,0
1004,0,0,1,1,1,2,1.2306642048598886,3.3122318542538887,1,0,0,1,2.095580940713905,4.57133800589666,0,1,1
1005,0,1,1,1,0,3,0.37912972328199745,1.091369670531432,0,1,0,2,1.8849156889084258,2.7647994611462083,0,2,0
1006,1,1,0,0,1,2,0.8806600016241362,1.1295955362728745,1,2,0,1,1.2575017073895003,1.0171014155611573,1,0,0
1007,0,1,0,1,1,1,0.7958592643270528,1.091369670531432,1,3,0,3,1.260088346734044,2.03118641047146,1,2,0
1008,0,1,1,1,1,2,0.7958592643270528,1.091369670531432,0,1,1,1,2.192289509396054,2.03118641047146,0,3,0
1009,1,0,1,2,0,0,1.9713622511574769,2.3647213839045924,0,2,1,2,1.4495336094596643,2.2063316664216215,1,3,0
1010,0,1,0,2,0,2,1.6028176595046946,1.091369670531432,1,3,1,2,1.0093520470487958,2.720613048720564,0,0,0
1011,0,0,0,0,1,2,1.2306642048598886,3.3122318542538887,0,2,0,2,2.095580940713905,3.5164886030808926,1,1,1
1012,1,0,1,2,1,1,1.9713622511574769,1.682487656153644,0,2,0,3,0.1954636297980823,-0.49805095615599626,1,3,0
1013,0,1,1,1,1,1,1.1569270919833328,1.091369670531432,1,1,1,2,0.7149829652261415,0.8623163620228937,1,1,1
1014,0,0,0,1,0,2,1.2306642048598886,3.3122318542538887,1,2,0,2,0.31827690947785303,2.1682573601197337,1,2,0
1015,1,1,1,3,0,2,0.7367248670485256,0.018533058517956835,0,2,0,0,2.772899613914854,0.6129094602657696,0,3,1
1016,0,1,0,1,1,0,0.6360204138398339,1.091369670531432,1,3,0,1,2.1886401631422796,1.3966925254580185,1,3,0
1017,1,0,1,3,0,0,1.9713622511574769,2.62235549121642,1,2,1,1,1.3443474342535495,0.7802554209029107,0,2,1
1018,1,1,1,0,1,0,1.4528379989206988,4.78101479207279,1,1,0,1,-0.08235262784643593,2.461919900527975,1,2,0
1019,0,0,0,2,1,3,1.2306642048598886,3.3122318542538887,1,1,0,0,2.3184820239428148,1.921391114759341,0,3,0
1020,1,0,1,0,1,0,0.39031118748932925,1.730792543311181,0,2,0,1,3.3802760597364423,2.906458788586081,0,1,1
1021,1,0,1,0,0,2,0.39031118748932925,1.730792543311181,1,1,1,3,1.8314350965485722,2.97637473363321,1,3,0
1022,1,0,1,3,1,1,0.39031118748932925,1.730792543311181,1,0,1,1,-0.49722589359590996,3.2910939803497845,0,1,0
1023,0,0,0,0,0,2,1.2306642048598886,3.3122318542538887,1,1,0,3,2.3184820239428148,2.2964991005698256,1,0,0
1024,0,0,0,0,0,1,1.2306642048598886,3.3122318542538887,1,0,0,0,2.3184820239428148,1.8286888805851835,0,3,0
1025,0,0,0,0,0,0,1.2306642048598886,3.3122318542538887,1,0,0,2,2.3184820239428148,1.8286888805851835,0,2,0
1026,0,0,0,1,1,2,1.2306642048598886,3.3122318542538887,1,3,1,3,2.3184820239428148,1.8286888805851835,1,1,0
1027,0,0,0,3,0,3,1.2306642048598886,2.8699486128330465,0,0,0,0,2.3184820239428148,1.8286888805851835,1,2,0
1028,0,0,0,3,1,0,1.2306642048598886,2.8699486128330465,0,2,0,2,2.3184820239428148,1.8286888805851835,0,3,0
1029,1,1,1,2,0,2,0.5685237935392795,2.3712125987470967,0,2,0,1,1.9567517002086467,1.3437397519479048,0,1,0
1030,1,0,1,2,1,2,0.39031118748932925,1.533041445735973,0,1,1,3,1.005807504001764,0.7476416102674697,0,2,1
1031,0,1,0,3,0,3,0.5082174914594458,1.091369670531432,1,0,0,2,1.9938823341252516,2.8476367923885606,0,1,0
1032,1,1,1,3,0,0,0.5685237935392795,1.4703840656019775,0,2,1,3,2.2864418900388466,1.5494220204752378,0,3,0
1033,0,0,0,1,0,3,1.2306642048598886,2.8699486128330465,1,0,1,2,2.3184820239428148,2.6958278045678945,0,1,1
1034,0,0,0,3,0,0,1.2306642048598886,2.8699486128330465,1,1,1,2,2.3184820239428148,2.6958278045678945,1,1,0
1035,1,0,1,1,1,0,1.4524085676947613,1.533041445735973,1,0,1,1,1.429274428937116,0.9591977625822565,0,2,1
1036,1,0,1,1,1,1,1.5310806393978897,1.533041445735973,1,1,1,1,1.429274428937116,2.116725542964439,0,0,0
1037,0,0,0,3,0,0,1.2306642048598886,2.8699486128330465,0,3,1,3,2.3184820239428148,2.069909670445798,1,3,1
1038,1,0,0,0,0,1,0.2945832066413503,2.2808136077745633,1,1,1,1,2.540058722061631,1.4948558841936288,0,1,1
1039,0,0,0,2,1,0,1.2306642048598886,2.8699486128330465,1,0,1,3,2.3184820239428148,0.12085345163342343,0,1,1
1040,0,0,0,1,0,1,1.2306642048598886,2.8699486128330465,1,2,0,0,2.3184820239428148,1.1996133882843751,1,3,1
1041,1,1,1,2,0,2,0.5685237935392795,1.5476599887101892,0,3,1,2,1.117082289318876,1.5494220204752378,0,3,1
1042,0,0,0,2,1,3,1.2306642048598886,2.8699486128330465,1,3,0,2,2.3184820239428148,2.3434679809050563,1,3,0
1043,1,1,1,3,1,3,0.5685237935392795,1.0900029805108935,0,3,0,1,1.9417132838980375,1.5494220204752378,0,3,0
1044,0,1,0,3,0,3,1.4426304395916858,2.617278385256555,1,1,1,2,-0.21152128375364998,1.0119459210978747,1,1,0
1045,0,1,0,3,1,3,1.4426304395916858,2.617278385256555,0,0,0,1,-0.21152128375364998,1.3638851312009581,0,3,0
1046,1,1,1,3,1,0,0.5685237935392795,3.398399506659469,1,2,1,1,0.5618710436994834,1.6180974472570795,1,1,0
1047,1,1,1,1,1,0,0.5685237935392795,2.6715838553571065,0,1,0,3,0.5618710436994834,1.6180974472570795,0,2,0
1048,1,0,1,0,1,3,1.4046985825890637,2.244801964471265,1,2,0,1,1.9961647881908504,2.1257822822968615,1,2,0
1049,0,1,0,2,0,3,1.1789850508905784,2.617278385256555,0,3,1,1,3.7870963370164583,1.9118520425992003,1,1,0
1050,0,0,0,0,0,0,1.2306642048598886,1.6123542388505634,1,3,0,2,2.3184820239428148,1.0604219311974503,0,2,1
1051,1,1,1,3,1,3,0.5685237935392795,-0.2586722784303186,0,1,0,2,1.7501463956619763,0.9690947811944237,0,0,0
1052,0,0,0,1,1,3,1.2306642048598886,2.210470534865965,1,0,1,2,1.4042083931912548,2.3122339923409365,0,1,0
1053,1,1,1,1,0,0,0.5685237935392795,2.491384659849552,1,1,1,1,2.3431161243946312,1.7514144624182835,1,0,0
1054,0,1,1,0,1,3,2.419257257629895,2.617278385256555,0,1,0,3,-0.7386877670098082,2.4584115879251343,1,0,0
1055,1,1,1,3,0,3,0.5685237935392795,2.491384659849552,0,1,1,1,2.3431161243946312,1.5088266713375367,1,1,0
1056,0,0,1,0,1,0,1.2306642048598886,2.210470534865965,1,0,1,3,0.38132237293205273,1.8023242943434488,1,0,0
1057,0,0,1,3,1,0,1.2306642048598886,2.210470534865965,1,1,0,2,1.6448888383582783,1.8023242943434488,1,0,0
1058,0,0,0,2,1,3,1.2306642048598886,2.210470534865965,0,3,1,0,0.47307734279176605,1.8023242943434488,1,3,0
1059,0,1,0,1,0,1,2.4505629713256507,2.617278385256555,0,0,0,3,1.3459497557657052,2.6861803353992837,0,1,1
1060,1,0,1,3,1,2,2.1613907508479775,2.3500935102145,0,0,1,1,0.6398169171761734,0.5560506135343419,0,2,1
1061,1,0,1,2,0,1,2.1613907508479775,2.3500935102145,0,2,1,1,0.6398169171761734,0.5560506135343419,1,2,0
1062,0,0,0,0,0,1,1.0898414443418907,2.210470534865965,0,0,0,1,0.47307734279176605,1.872885648873121,1,2,1
1063,1,1,1,3,1,1,1.3390737626441602,1.4921303054240305,0,2,0,1,2.3884837815468623,1.5088266713375367,0,2,1
1064,0,0,0,1,0,0,1.0898414443418907,2.210470534865965,1,1,0,2,0.47307734279176605,3.1392609688990882,0,1,1
1065,1,1,1,2,1,2,1.3390737626441602,1.61165303148762,0,0,0,0,1.6959709867353272,1.2223153274470666,0,2,1
1066,1,1,1,0,1,1,1.3390737626441602,1.61165303148762,0,3,1,3,1.6959709867353272,1.2223153274470666,0,2,1
1067,0,1,0,3,1,0,-0.0861938315178834,2.617278385256555,0,3,0,2,-1.0109983494201276,2.3243572331402893,0,1,1
1068,1,0,1,2,1,0,2.1613907508479775,1.7748607343633078,1,2,0,1,2.6515303901116267,2.1068617850938467,1,3,0
1069,0,0,0,3,0,1,1.0898414443418907,1.871656350375616,1,2,0,1,0.47307734279176605,2.14033442322103,1,2,0
1070,1,0,1,3,0,2,2.1613907508479775,1.7748607343633078,1,2,0,1,4.034601402919229,1.9654455201623993,1,2,1
1071,0,1,0,1,0,0,1.7917236277700388,2.617278385256555,0,3,1,3,-0.0347957629975606,1.8371714796626974,1,1,0
1072,0,0,0,1,1,2,1.0898414443418907,1.871656350375616,1,2,1,1,0.47307734279176605,0.5407710652564894,0,2,0
1073,0,1,0,1,0,0,0.3289530625250605,2.617278385256555,0,0,1,1,1.1898745598039095,2.5387877211117993,0,3,0
1074,0,0,0,0,0,0,1.0898414443418907,1.871656350375616,1,0,1,1,1.591072851199781,2.131047427836435,0,0,0
1075,0,1,0,2,1,0,0.3289530625250605,2.617278385256555,1,0,0,2,0.8868644458274313,2.347949947736577,1,2,1
1076,1,0,1,2,0,0,2.1613907508479775,1.9023676513210064,0,2,1,3,0.9392422765489776,1.6351440972321205,0,0,1
1077,1,0,1,2,1,2,2.1613907508479775,2.23789827451447,1,1,1,1,2.714741495991487,0.9604473843163699,0,1,1
1078,1,1,1,0,0,1,0.7386557441363215,1.8762196125001454,0,1,1,2,1.4498893713609098,0.6927277963793441,0,0,0
1079,1,1,1,1,1,3,0.7386557441363215,1.8762196125001454,0,2,1,3,1.0097921583147402,0.6927277963793441,1,1,1
1080,1,0,1,0,1,0,2.1613907508479775,2.23789827451447,1,2,0,1,1.1545367036349627,3.206687766789699,1,2,1
1081,1,1,1,2,0,3,1.1852810732260957,1.9953266643229055,0,2,1,1,1.3023525182060713,0.6927277963793441,0,2,0
1082,1,1,1,3,0,0,1.1852810732260957,1.9953266643229055,0,2,1,1,1.3023525182060713,0.6927277963793441,0,3,1
1083,1,0,0,2,0,2,2.1613907508479775,2.23789827451447,1,1,1,1,2.664632048325984,0.5207219286337075,1,2,0
1084,1,1,1,3,1,2,1.1852810732260957,1.9953266643229055,0,2,1,3,1.4969067263417362,2.4283547622552275,1,2,1
1085,0,1,0,1,0,2,0.9811356045719879,2.617278385256555,1,0,0,0,1.8113584394022988,2.757144131679868,0,2,0
1086,0,1,0,3,0,1,1.378345119604252,2.617278385256555,0,2,0,1,1.1786084083883668,2.3125483403296414,1,2,1
1087,1,0,1,1,1,1,2.1613907508479775,2.23789827451447,1,3,1,3,1.1449530839085444,4.095532051220776,0,1,1
1088,0,1,1,1,0,3,1.378345119604252,2.5477760525982363,0,1,0,0,1.6584977242583943,2.3125483403296414,1,2,1
1089,1,0,1,0,0,3,2.1613907508479775,2.23789827451447,1,0,1,1,1.3403552263834002,2.8067219855456673,0,0,0
1090,1,1,1,1,0,2,0.35423962161944633,3.310931372022021,0,0,0,3,2.262650749146925,2.4283547622552275,0,1,1
1091,0,1,0,3,1,2,1.378345119604252,2.903551780830353,0,2,1,3,0.43698411854203423,2.385996849350702,1,3,0
1092,1,1,1,1,1,0,0.35423962161944633,0.6015292258519738,1,1,1,1,0.5241402494914182,2.4283547622552275,1,0,0
1093,0,0,0,1,0,1,1.0898414443418907,2.237661146604027,1,2,0,0,1.850951809053964,1.9675921947231745,1,3,1
1094,0,0,0,1,1,0,1.0898414443418907,2.237661146604027,1,3,0,1,0.31955669392042685,0.6348563960969442,1,2,0
1095,0,1,1,0,1,2,-1.5385019813060348,3.0248485420718105,0,3,1,1,0.4002058748364745,4.43472303228059,1,3,1
1096,1,0,1,3,0,2,2.1613907508479775,1.7317400849939397,1,1,1,1,2.0042326059041207,1.8528564927798272,1,0,0
1097,0,1,0,2,1,3,2.4310773598033144,3.0248485420718105,1,3,0,3,2.771733302224469,4.43472303228059,1,0,1
1098,0,0,0,1,0,1,1.0898414443418907,1.2847676058353015,1,3,1,0,0.31955669392042685,2.951676588193681,0,2,0
1099,0,0,0,1,1,2,1.0898414443418907,1.2847676058353015,1,2,1,0,0.31955669392042685,2.951676588193681,1,0,0
1100,1,1,1,3,1,3,1.7907056822136296,1.3319306970384395,1,2,1,1,1.6803459780198984,2.6231205793140644,1,3,0
1101,1,0,1,2,1,1,2.1613907508479775,1.9204030446607703,0,2,0,1,2.3658906933061914,2.2894884660793373,0,0,1
1102,0,1,0,1,1,0,0.14546911081131964,3.0248485420718105,0,3,0,2,2.3022567846715165,2.893096801948166,0,0,1
1103,0,1,0,2,0,2,1.994677363592527,3.0248485420718105,1,0,0,1,-0.7557584863095852,1.3350113933869145,1,2,1
1104,0,1,0,2,0,1,1.994677363592527,3.0248485420718105,0,2,0,0,-0.7557584863095852,1.3350113933869145,1,0,0
1105,0,0,0,0,1,1,0.8362208495100552,1.2847676058353015,1,2,0,2,0.31955669392042685,1.4091015715169353,1,2,1
1106,0,1,0,3,1,2,1.2975436198157329,3.0248485420718105,0,3,0,2,2.0478897758318064,1.3350113933869145,0,0,1
1107,1,0,1,2,1,0,2.1613907508479775,2.386928030438942,0,0,1,3,2.282701575420954,1.7995484322511062,0,2,1
1108,1,1,1,0,1,0,1.2528778705990917,2.3960871596188085,1,0,1,2,1.7804978308135646,2.6231205793140644,1,0,1
1109,0,0,0,3,1,3,0.8362208495100552,1.2847676058353015,1,3,0,3,0.31955669392042685,2.2904007497065093,0,0,0
1110,0,1,0,0,0,2,1.5821733220439707,3.0248485420718105,1,0,0,1,2.0478897758318064,1.3350113933869145,1,1,0
1111,1,0,1,2,0,1,2.1613907508479775,2.65370375083104,0,0,1,1,1.1901140244726651,1.7326908498862064,1,0,0
1112,1,1,1,2,0,0,0.9969964815847395,3.0135554435474345,1,1,1,3,1.6202797201571646,2.6231205793140644,1,3,0
1113,0,0,0,1,0,1,0.8362208495100552,1.2847676058353015,0,1,1,0,0.31955669392042685,2.22062916830068,0,2,1
1114,0,0,0,2,1,0,0.8362208495100552,1.2847676058353015,0,1,0,3,0.31955669392042685,2.22062916830068,1,2,1
1115,0,1,0,0,1,0,2.076108148202316,3.0248485420718105,1,1,0,0,1.3704853928726073,2.6289744449648875,1,3,1
1116,0,1,0,0,0,2,1.7802516091067502,3.0248485420718105,0,3,0,2,-0.004382430267257487,2.6289744449648875,1,2,0
1117,0,0,0,0,0,3,0.8362208495100552,2.2176360913744233,0,0,0,0,0.31955669392042685,1.0574736856220992,0,1,0
1118,0,0,0,0,0,3,0.8362208495100552,2.2176360913744233,1,2,0,1,0.31955669392042685,1.0574736856220992,1,0,1
1119,1,0,1,2,0,0,0.8555605295724584,2.1164790916161706,1,3,1,1,3.8978974978128953,3.02532426619001,1,1,1
1120,1,0,1,2,1,0,0.8555605295724584,2.1164790916161706,1,3,1,1,3.8978974978128953,1.7470912997039443,0,1,0
1121,1,0,1,0,1,3,0.8555605295724584,2.1164790916161706,1,1,1,3,2.274424818635966,1.434951294119144,1,2,0
1122,1,1,1,0,1,3,1.5459672291046882,2.420254401751109,0,3,0,3,2.386166666880926,2.6231205793140644,1,3,0
1123,0,1,0,0,1,0,0.7891051868093772,3.0248485420718105,0,1,1,0,1.8642127508877648,0.8990827020936155,0,1,0
1124,1,1,1,2,1,2,1.5459672291046882,0.900547855841348,1,1,1,3,1.2728199548731383,2.6231205793140644,1,3,0
1125,1,0,0,1,1,1,1.7902365195978371,1.2772706977934778,0,1,0,3,-0.13210752013319826,1.9572763517289045,1,0,1
1126,0,0,1,2,0,3,0.8362208495100552,1.8603004803238978,1,3,0,3,0.31955669392042685,3.5745696761905394,1,1,1
1127,1,1,1,1,1,1,1.11357285999358,0.900547855841348,0,1,1,1,1.4501362087314256,0.4573521734303645,1,3,0
1128,1,1,1,2,1,2,1.11357285999358,0.780705676128332,0,2,0,2,3.1429876893002118,0.4573521734303645,1,0,1
1129,1,1,1,0,1,2,1.11357285999358,0.780705676128332,0,1,0,1,1.9243080131965589,0.4573521734303645,1,1,1
1130,1,0,1,0,1,3,1.4251762449117786,1.2772706977934778,0,0,1,1,1.0213856792194482,2.255874967669441,1,1,0
1131,1,1,1,3,0,0,1.11357285999358,2.2192350830487357,0,2,0,3,1.7077314173181057,1.4774012041676645,1,2,0
1132,1,0,1,3,0,3,1.4251762449117786,1.2772706977934778,1,1,1,1,1.0213856792194482,2.255874967669441,1,2,0
1133,1,1,1,3,0,3,1.11357285999358,2.672776943008965,0,3,1,1,1.7077314173181057,2.0271476596940636,0,2,0
1134,1,0,1,1,1,1,1.4251762449117786,1.2772706977934778,1,2,1,1,1.0213856792194482,2.0086942141058106,1,1,0
1135,0,0,0,1,0,2,0.8362208495100552,1.578964578997139,1,3,0,2,2.0001837717643394,2.908430059561765,1,1,1
1136,0,0,0,0,1,2,0.8362208495100552,1.578964578997139,1,2,1,1,2.0001837717643394,2.908430059561765,1,2,1
1137,1,1,1,0,1,0,1.11357285999358,0.9273925253111794,0,2,1,1,0.9239682649199259,2.0271476596940636,1,2,0
